Material,Predicted log Conductivity
KLiGd2(MoO4)4,-2.6026484741413394
RbLiMn(BH4)4,-3.6656946071830796
LiB6O9F,-4.929830926639831
LiVFeP2(HO5)2,-2.78753387737203
LiFePO4,-3.902845651222185
LiTiSn(PO4)3,-2.9071265839692497
LiTiMnO4,-2.6832380780132294
LiVF5,-1.4781569209719825
RbLiNd2(MoO4)4,-4.178570161164403
LiLa(CO3)2,-3.8945393463790263
Na2LiB5(PO7)2,-4.4284295474043365
LiFe3SiPO8,-4.55770926475453
LiMg14GaO16,-3.420265455791742
LiAsO3,-3.676204911540263
LiAlSiO4,-3.9993398502504593
LiAl(Si2O5)2,-4.027801131801793
LiMg30FeO32,-2.8768177838325633
LiMnSO4F,-3.663625101756644
LiMnBO3,-5.078608787376993
LiFeSiO4,-4.523818002580662
LiYSe2,-2.956622164251294
SrLiPO4,-2.7064480171459815
Cs2LiSbCl6,-3.00317339264621
LiLa5Ti8O24,-1.8015914725266398
LiH3IN,-2.511697847120462
LiYGeO4,-2.5630247585021495
LiTlPHO3,-3.502825870818768
LiBi3(PO5)2,-2.8936075873479408
LiIO3,-2.6196001831344398
NaLiCO3,-4.429727368401625
K2LiTlF6,-3.9128821945783017
LiNiBO3,-5.025537726390579
SrLiBS3,-4.5507514724547224
LiVF3,-1.810592606142511
LiReO4,-4.04238004509388
Cs2LiNdBr6,-3.4295866432422333
Sr2LiSc(B2O5)2,-4.399328786228272
LiFe2P3O10,-3.2446533622819267
Na5LiFe2P2(CO7)2,-4.306551746375832
LiVPO5,-2.9680959943009575
LiSn(PO3)3,-3.7099965187138015
LiSb(PO3)4,-2.799503498353191
KLiZnO2,-2.7707708313520314
LiNbTe2WO12,-3.6226103541027914
LiMgN,-2.332974139248363
LiFeAs2O7,-4.132669738430495
LiMnBO3,-5.078608787376993
LiAlSiO4,-3.9993398502504593
LiMnF4,-3.9707975134484927
CsLiCl2,-2.8238791715005163
LiLa4AuO8,-2.522328491566863
LiZr5TlF22,-2.848762490545026
LiPH21S3N7,-3.6245074295578306
LiV3P3(HO6)2,-1.2991914767776873
LiCr6P7O24,-3.91992527903796
CsLiCrO4,-2.943027722133005
LiB(HO)4,-2.8546855569474214
RbLiSO4,-2.779593068374395
LiVF5,-1.4781569209719825
LiCr(PO3)3,-3.9276490293885127
LiMnVF6,-2.4984484088470955
KLiErF5,-2.972772351219712
Cs2LiMnO4,-3.607077744412745
LiDySe2,-3.103695922985593
LiZnPS4,-3.0066075063761506
LiMn(PO3)3,-3.9798173224456264
LiSc(BH4)4,-2.843675978576072
LiSn2(PO4)3,-3.4054138263059874
LiYMg30O32,-1.986615120884903
LiVF6,-2.7993219566095893
LiH3O2,-2.878720680294108
LiNO3,-3.499350590147938
LiTa3O8,-3.375212923987566
LiVF4,-1.6057874964109322
LiPr6B3O14,-4.4877687990656305
BaLiCrF6,-3.38916156171989
KLiZnS2,-1.795879415273299
LiUAs(H4O5)2,-3.208871338922902
LiFe2P5O16,-2.799656886761212
Na2LiMnPCO7,-4.127440815435907
BaLiF3,-2.420332440680836
LiTb(PO3)4,-3.3351128228001565
LiSmS2,-2.644512541084099
LiAlO2,-3.943417622019909
LiInS2,-5.102896469525717
LiSb(PO3)4,-2.799503498353191
Na5LiMn2P2(CO7)2,-4.132821968344615
LiMn2F9,-3.670648087429095
LiNdO2,-2.687742834135657
LiScH2Se2O7,-3.9797422761962
Na2LiMnPCO7,-4.127440815435907
LiBeH4NF4,-0.8093097973449264
LiTi2(PO4)3,-2.2779132221239236
LiAlSiH2O5,-3.82065459779528
LiZnBO3,-4.434957991156159
LiVFeP2(HO5)2,-2.78753387737203
K2LiVO4,-2.436523154667579
LiVF6,-2.7993219566095893
SrLi(B3O5)3,-5.246672638478463
Cs2LiNdI6,-2.574693435272116
RbLiSO4,-2.779593068374395
LiTa3O8,-3.375212923987566
Rb2LiTmCl6,-2.4464707552202527
LiFeF3,-3.8079218048836485
LiBi3(IO2)2,-2.8908813775618536
LiFe(SiO3)2,-4.538858765662042
LiSc(SiO3)2,-2.6444272795399595
LiMgVO4,-1.5723296352025908
NaLiZnP2O7,-3.6504267911396235
LiFe(PO3)3,-3.213093093984238
LiGaO2,-4.757041226769056
LiFeF4,-3.8302571637310336
BaLiH3,-2.695463692856455
RbLiCrO4,-2.8088715584313175
Na5LiCo2P2(CO7)2,-4.36339409416985
LiGdO2,-1.8540064334905413
Cs2LiScCl6,-2.5105116057897536
LiCoPO4,-3.8020303432844953
LiNbFeO4,-3.2209801513135288
LiNiPO4,-3.7783580857150367
K2LiScCl6,-1.6486286976009337
LiCrPO4,-3.652830891515626
LiCoSO4F,-3.573989812095973
Sr2LiTaN3F,-3.6308408706408293
LiInSe2,-4.067860753749834
LiCrO2,-2.630575881422194
SrLiTi4CrO11,-2.1585224949333295
LiMgAlF6,-4.139715710973789
LiCo(PO3)3,-3.195947432656596
LiLa5Si4N10O,-3.022731807594506
LiAlTe2,-4.871861147704912
LiZr2(PO4)3,-2.1619901658612526
LiCr(GeO3)2,-4.522521045485494
LiH,-2.2082711246141846
RbLiCl2,-2.3585827002391007
LiSn(H2N)3,-4.127333981674065
LiFeBO3,-4.996693479209637
LiYMg30O32,-1.986615120884903
LiMoP2WO11,-3.564282562241944
LiMn3P3(HO6)2,-3.742879702448642
LiCrO2,-2.630575881422194
K2LiAlP2,-3.457778282900099
LiNb13O33,-2.781059907356191
LiVCrP2(HO5)2,-2.806398862906376
LiYSe2,-2.956622164251294
LiVPO4F,-2.9039016099658124
LiVNiO4,-2.5818256223341387
Rb2LiAlF6,-3.7104406896624926
LiGa(H2N)4,-3.9992105510473532
LiCr(PO3)4,-3.5721038799194105
LiSmS2,-2.644512541084099
CsLiSO4,-3.111486332672579
LiVF4,-1.6057874964109322
LiSm4(Mo2O7)2,-4.942613863846004
LiSb2F7,-3.4059469136144465
LiMnHSO5,-3.673643801249734
LiMoP2O7,-3.625604097006902
LiMg14GaO16,-3.420265455791742
LiCo2(PO3)5,-2.9434949617157744
LiCoPO4,-3.8020303432844953
LiP3(WO6)2,-3.774823748704851
LiLaNdSbO6,-2.326299663259878
NaLiB4O7,-5.600538580939405
LiMgBN2,-4.440520601302342
LiTa3O8,-3.375212923987566
LiAlSiH2O5,-3.82065459779528
LiCl,-1.665657862293061
LiY(TlCl3)2,-4.219579273129288
Rb2LiSbCl6,-2.7106593054078894
LiNiPO4,-3.7783580857150367
Li2FeF4,-3.2203925865326006
Li2SiF6,-3.5690041061509006
Li2CoSiO4,-3.6838984103924317
K3Ba3Li2Al4B6O20F,-4.211374954946611
Li2ZnSiO4,-3.5936969930304556
Li2Cr2FeSbO8,-4.4411344266165
Li2NbCr3O8,-3.7475705360690426
Li2Mn3(SeO3)4,-3.91582000702114
CsLi2Br3,-2.6495840493041256
Li2VOF4,-2.4809778464456693
Li2Fe(SO4)2,-4.002681683689385
K3Li2Nb5O15,-2.182391913355675
Li2Mn3(P2O7)2,-3.756416317595541
Li2PtO2,-3.1011049331683154
Li2Ti6Zn3O16,-2.254396074825595
Li2Ge2O5,-4.103759036474247
Sr4Li2B12O23,-5.580706959995194
Li2H2SeO5,-3.077197233649597
Li2FeP4(H4O5)4,-2.719890920167346
Li2VP4(H2O3)6,-2.284846843583024
Li2VPO4F,-2.3378899548851604
Li2Fe3SbO8,-3.934285773708486
Li2VFeP2(HO5)2,-2.5586972032972226
Li2MnFe(BO3)2,-5.02876033502106
Li2P2WO8,-3.0829615325693327
Li2VCrO4,-2.3796422839324776
Li2SnTeO6,-4.296318345994526
Li2Cr3SbO8,-3.3397660687358552
Li2CoGeO4,-3.955249367958224
Li2Ni3(P2O7)2,-3.6969377680957267
Li2HfO3,-1.9798669408415717
Li2B4O7,-5.435664752141232
Li2MnF6,-3.3310246621360555
Li2Fe2(SO4)3,-3.452927865590735
Li2MnP2O7,-4.060774558997391
Li2MnSiO4,-3.5306801477394862
Li2SnP2O7,-4.051380912586277
Li2SiNiO4,-3.9188973766770703
Li2FeSiO4,-3.625764133330855
Li2VP2O7,-3.0747565631706273
Li2Cr2O7,-3.8144904285824497
Li2HIO,-2.491720356850986
Li2Cr3SbO8,-3.3397660687358552
Li2SiO3,-3.011330534583639
Li2MgGeO4,-3.8346991763766938
Cs3Li2I5,-3.1813903582816625
Li2P(HO)6,-2.863291094631011
Li2WO4,-2.763787437717682
Li2ZrF6,-2.2812223515392143
Li2CoSiO4,-3.6838984103924317
Li2MnSiO4,-3.5306801477394862
Li2MnP2O7,-4.060774558997391
CsLi2BS3,-3.289472932646799
Li2Ni(PO3)4,-3.9895653268582523
Li2Cr3WO8,-3.1306921752729258
Li2Cr(PO3)4,-4.104993971740692
Li2Cr3(SiO3)4,-5.140707445502974
Li2FeF5,-3.305509743480476
Li2VSiO5,-2.8341069769973966
Li2FeF4,-3.2203925865326006
Li2SO4,-3.2447147870367257
KLi2BO3,-3.173301196629531
Li2Mn3(P2O7)2,-3.756416317595541
Li2CoSiO4,-3.6838984103924317
Li2FeP2O7,-4.036086662476954
Li2Ti2O5,-1.3407608334818486
RbLi2Ga2(BO3)3,-3.9870570077785055
Li2ZnCl4,-2.5660897239417095
Li2VCrO4,-2.3796422839324776
Li2FeSiO4,-3.625764133330855
CsLi2(HO)3,-2.4292839525495125
Li2TeO4,-3.4752116722555355
Li2MnFe(BO3)2,-5.02876033502106
Cs3NaLi2(BO3)2,-3.1328035455690606
Li2Cr3(NiO6)2,-4.5165210390524635
Li2SnF6,-4.346722288769951
NaLi2MnPCO7,-4.259461595852951
Li2U3P2O15,-2.0266725061072792
Li2TiCr(PO4)3,-3.2506944642067195
Li2VFe(PO4)2,-3.1821790304987654
Sr4Li2Si4N8O,-3.9023868528403662
Li2VCrP2(HO5)2,-2.7111176301313997
Li2V3WO8,-2.609909786295514
Li2FeSiO4,-3.625764133330855
Li2CdSiO4,-3.4270714331845826
Li2Ti3CoO8,-2.441759269017318
Li2HClO,-1.6808419419966294
Li2CrFeO4,-2.7107238196031265
Li2Sn(H5O4)2,-3.3796829848316983
Li2VF6,-2.597943139451628
Li2SiNiO4,-3.9188973766770703
Li2BeH4,-2.09920994480219
Li2MoF6,-3.5887005296145293
Li2BeSiO4,-3.1184924910613
Li2MnSiO4,-3.5306801477394862
Li2MnSiO4,-3.5306801477394862
Li2MgCl4,-2.3993779646558306
Li2InFe(P2O7)2,-4.38999343559302
Li2B6O9F2,-5.270293084006647
Li2TeMoO6,-3.703027094605467
Li2FePCO7,-4.3993844931339625
Li2ZrTeO6,-2.8644260317051553
BaLi2MnV2O8,-1.525661029829704
Li2FeGeO4,-3.9080313055666815
Li2SiSnS4,-3.293890260865905
Li2MgB4(H17N3)2,-3.253909909870215
Li2FeSiO4,-3.625764133330855
Li2MnFe(BO3)2,-5.02876033502106
Li2ScFe(SiO3)4,-3.5816955117947975
Li2MnP2O7,-4.060774558997391
Li2AlGaSi2(H2O5)2,-3.634679686611661
Li2ZrFe(PO4)3,-2.612309381950652
Li2CoSiO4,-3.6838984103924317
Li2CoGeO4,-3.955249367958224
Li2Al2CrSbO8,-4.096029839401384
Li2SiNiO4,-3.9188973766770703
Li2V(PO3)4,-3.104330990706768
Li2MnF6,-3.3310246621360555
Li2NbOF5,-2.8710116810278077
Li2Cr3(CoO6)2,-3.232507012584326
Li2Ta4O11,-3.3757918316181557
Li2MnFe(BO3)2,-5.02876033502106
NaLi2V3O9,-1.9066556251348086
Li2Cr5(PO4)4,-4.223553611993257
Li2FePCO7,-4.3993844931339625
Li2Mg2Si4O11,-3.7543191791535806
Li2CoNi(PO4)2,-3.904560071450176
Li2Ti2MnCr2(PO4)6,-2.920400449573891
Li2Mg3Ti6O16,-1.3346403873641925
Li2FeSiO4,-3.625764133330855
Li2Ti2AsPO10,-2.2168375836060386
Li2O,-2.154895230833193
Li2MnFe(BO3)2,-5.02876033502106
Li2VCr(P2O7)2,-3.347578807227229
Li2MnFe(BO3)2,-5.02876033502106
Li2NbOF5,-2.8710116810278077
Li2ZnSnS4,-3.8486232256884287
Li2MnFe(BO3)2,-5.02876033502106
Li2V4Si4O13,-3.1322170730387477
NaLi2FePCO7,-4.560154850264516
Li2TiFe(PO4)3,-2.9915388616987233
Li2CaSiO4,-3.0888074128909464
Li2MnBr4,-2.5513183325709754
Cs4Li2(Si2O5)3,-4.250827290569259
Li2Te,-1.769054959530632
Li2MoO4,-3.0677958838316277
Li2SnN2,-3.8474660545547814
Li2FeSiO4,-3.625764133330855
Li2PdF6,-3.9490560363959686
Li2VOF4,-2.4809778464456693
RbLi2(H2N)3,-2.803503351384118
Li2Ti(IO3)6,-2.646662230843936
Li2VF6,-2.597943139451628
Li2Ti4Ni(PO5)4,-1.6271500305069944
Li2FeP2O7,-4.036086662476954
K5Li2PrF10,-2.4859081469399453
Li2Fe3(P2O7)2,-3.8326434982229225
Li2MnFe(BO3)2,-5.02876033502106
Li2MnF4,-3.2888103407079297
Li2ZrN2,-2.4478734987223847
Li2Sn(H5O4)2,-3.3796829848316983
Li2GeO3,-3.89107454784204
Li2Al(BO2)5,-5.420793101570602
Li2VCrP2(O4F)2,-3.3782259890841733
Li2CrPO4F,-3.334729103098148
Li2W2O7,-3.720508071754111
Li2SiN2,-2.7398256672997725
Ba3Li2Mo4P6(ClO14)2,-3.4836569099477384
Li2MnFe(BO3)2,-5.02876033502106
Li2IBr,-2.14369080029287
Li2MnGeO4,-3.6981629378471514
Li2NiGe3O8,-4.046240128638139
Li2TiS2O,-1.972665536855721
Li2NbFe3O8,-2.853028371496173
CsLi2I3,-2.7771183707695766
Li2P2H2O7,-2.323507689586713
Li2Mn3Si3O10,-4.467098397491101
Li2SiNiO4,-3.9188973766770703
Li2MnP2O7,-4.060774558997391
Cs3Li2Cl5,-2.8051756020479854
RbLi2CdC2O6F,-4.2777085352461
Li2MnPCO7,-4.356361667947483
Li2ScP2HO8,-2.825539091440714
Li2FePCO7,-4.3993844931339625
Li2VCrP2(HO5)2,-2.7111176301313997
Li2MnP2O7,-4.060774558997391
Li2MgTi9O20,-2.0429587667778453
Li2CoP2O7,-3.7232726046858056
Li2Ni2(SO4)3,-3.368404130720041
Li2Cr2FeSbO8,-4.4411344266165
Li2VCrP2(O4F)2,-3.3782259890841733
Li2SnO3,-3.7085628715441676
Li2Mo4O13,-3.9808284947805097
Li2ZnGeO4,-3.597655608765943
Li2CdCl4,-2.4387674849821197
Li2TeO3,-3.32848774929532
Li2CN2,-4.222391963954452
Li2CaTa2O7,-2.743240660914836
NaLi2AsO4,-3.627186668820137
Li2Ca(SiN2)2,-3.4299729293896024
Ba6Li2Ti16O39,-1.1553800118584672
Li2In2SiSe6,-3.9907838734821723
Li2Ta2(OF2)3,-2.9648231031132775
Li2Ca2Si2O7,-3.412015971915917
Li2VCrP2(O4F)2,-3.3782259890841733
Li2MnP2O7,-4.060774558997391
Li2TiSiO5,-2.6745232562897607
Li2U3V2O15,-2.085977118758338
Li2HfO3,-1.9798669408415717
Li2HN,-2.1101991507476234
Li2MnO2F,-2.921330159668601
Li2VF6,-2.597943139451628
Li2MnFe(BO3)2,-5.02876033502106
Ba5Li2(WO5)3,-4.37007059009896
Rb3Li2Ga(MoO4)4,-3.8466441356148557
Li2FeSiO4,-3.625764133330855
Li2FePCO7,-4.3993844931339625
RbLi2(IO3)3,-2.6581186508782966
Li2CdGeO4,-3.629749277192093
Li2V3SbO8,-2.8938521916261455
Li2PNO2,-2.9244912429702152
Li2ZnFe(PO4)2,-3.933947027895983
Li2MgCdP2,-3.454824728239456
Li2Mn(SO4)2,-4.00166551345618
Li2H2C6N9Cl,-4.2741045090089935
Li2VF4,-0.8966047647288782
Li2ThN2,-2.443412809727463
Na2Li2Al3Si3ClO12,-4.2233137594771915
Li2NiP2O7,-3.8973675771181275
Li2La3Nd(SbO6)2,-2.3171573683555073
Li2VP2HO8,-2.714345657239429
Li2MnP2O7,-4.060774558997391
Li2SnP2O7,-4.051380912586277
Li2MnFe(BO3)2,-5.02876033502106
Li2SnP2O7,-4.051380912586277
K5Li2NdF10,-2.4981355728845522
Li2BeF4,-1.8796809380950745
Li2Si2O5,-3.56062837067317
Li2PtF6,-3.6450532405491542
Li2WS4,-2.7295620308986686
Li2VF6,-2.597943139451628
RbLi2(H2N)3,-2.803503351384118
Li2H4(SO4)3,-2.580896631735574
Li2CrP2O7,-3.9130715747604894
Li2VCrO4,-2.3796422839324776
Cs3Li2Br5,-3.1291365372034363
Li2VOF4,-2.4809778464456693
Li2Si3O7,-3.9281405769466358
Li2VCr(P2O7)2,-3.347578807227229
Li2Co(SO4)2,-3.790218517605207
Li2Al2SiO6,-4.220603217000939
Li2Ti4O9,-1.554071326629386
Li2CrFe(PO4)2,-3.758008130215271
Li2WS4,-2.7295620308986686
Li2MgMn3O8,-2.6211706595971402
Li2Mn2Si4O11,-4.433524826528783
Li2Th(AsO4)2,-3.1944301383484275
Li2In2SiS6,-4.503819168628287
Li2CoSiO4,-3.6838984103924317
Li2Ca2Si5O13,-4.228334703860572
Li2FeP2HO8,-3.622214911475858
Li2NiP2O7,-3.8973675771181275
Li2VCr(P2O7)2,-3.347578807227229
Li2Ti4Ni(PO5)4,-1.6271500305069944
Li2HfO3,-1.9798669408415717
Li2VP4(H4O5)4,-2.305101748185126
Li2Co(CO3)2,-4.865509330151719
Li2PtO3,-3.1523838384759495
Li2CrFeO4,-2.7107238196031265
Li2Mn(PO3)4,-4.081858745141306
Li2CoSiO4,-3.6838984103924317
Li2Ni2(SO4)3,-3.368404130720041
Li2Fe(SiO3)2,-4.362398064571424
Li2Ti3FeO8,-2.0183394212532786
Li2Mn(PO3)4,-4.081858745141306
Li2HfO3,-1.9798669408415717
Li2MnSiO4,-3.5306801477394862
Li2In2GeS6,-5.1105342108006315
Li2Mn2(SO4)3,-3.9197429101948615
SrLi2Nb2O7,-1.7139565698451045
Li2MgGeO4,-3.8346991763766938
Li2Te2O5,-3.105589395952364
Rb2Li2SiO4,-3.609646414087644
Li2V3WO8,-2.609909786295514
Li2VFe(P2O7)2,-3.2772841567342232
BaLi2Ti6O14,-0.8165348763489608
Li2S,-2.8852328135972884
Li2GeTeO6,-3.9112412121705287
Li2Mn2Si5O13,-4.414376224909084
Li2VCrP2(O4F)2,-3.3782259890841733
Li2MoO3,-3.2699820839702083
Li2MnFe(BO3)2,-5.02876033502106
Li2AlFeO4,-4.062089870973558
Li2MnFe(BO3)2,-5.02876033502106
Li2Se2O7,-3.6344181412535406
Li2ZnBr4,-2.0910059526033042
Li2Cr4O13,-3.168260381696324
Li2FePCO7,-4.3993844931339625
Li2TiO3,-1.4696601130418956
Li2B3PO8,-4.386864582412054
SrLi2Ta2O7,-2.791710261083435
Li2HN,-2.1101991507476234
Li2Be2H4NF7,-0.7389947689582881
Li2VOF5,-2.5084887176584316
Li2CoP2O7,-3.7232726046858056
Li2TiFe(PO4)3,-2.9915388616987233
Li2FePCO7,-4.3993844931339625
Li2MnPO4F,-3.462608243305801
Li2Ni(SO4)2,-3.779829158873188
Li2MnF6,-3.3310246621360555
Li2MnO2F,-2.921330159668601
Li2Lu5B3O13,-3.8694494781229976
Li2CdSnS4,-3.813487282997096
Li2NiSnO4,-3.9286664822909465
Li2MnFe(BO3)2,-5.02876033502106
Li2HfN2,-2.5023056892902686
Li2Ti6Zn3O16,-2.254396074825595
Li2FeSiO4,-3.625764133330855
Li2B2Se5,-4.579975329788737
BaLi2SiO4,-2.5206186985113237
Li2Co(CO3)2,-4.865509330151719
NaLi2CoPCO7,-4.550604652719464
Li2VO2F,-1.5372025182363274
Li2FePCO7,-4.3993844931339625
Li2MnFe(BO3)2,-5.02876033502106
Li2MnV3O8,-2.82790397978105
Li2Sn(PO3)4,-4.34671599359306
Li2MnSiO4,-3.5306801477394862
Li2TeWO6,-3.2173170292118405
Li2Cr3WO8,-3.1306921752729258
Li2O2,-2.2395932809862233
Li2CrO4,-3.16223624624499
Li2CoSiO4,-3.6838984103924317
Li2Co2(SO4)3,-3.3368741175595407
Li2FeSiO4,-3.625764133330855
Li2MnF6,-3.3310246621360555
Li2MgBr4,-2.444303338184508
Li2NiPO4F,-3.691227219324052
Li2VCrP2(HO5)2,-2.7111176301313997
RbLi2Fe2(BO3)3,-4.7013765211292675
Li2VCr(P2O7)2,-3.347578807227229
Li2MgSiO4,-2.924900432450233
Li2TiCr(PO4)3,-3.2506944642067195
Cs2Li2TiO4,-2.9669915342585806
Li2Fe(SO4)2,-4.002681683689385
Li2MnCl4,-2.7337704665509786
Li2FeSiO4,-3.625764133330855
Li2MnFe(BO3)2,-5.02876033502106
Na3Li2Fe5(SiO3)10,-4.59716835383759
Li2MoP4O13,-4.195282476265467
Li2TiO3,-1.4696601130418956
Li2VFeP2(HO5)2,-2.5586972032972226
Cs3Li2Fe(MoO4)4,-4.622387784040647
Li2Sn(HO)6,-3.116980536029677
Li2Co(PO3)4,-3.915551561735116
Li2SiNiO4,-3.9188973766770703
Li2CaTa2O7,-2.743240660914836
Li2CaGeO4,-3.6494379294979757
Li2VFe(P2O7)2,-3.2772841567342232
Li2FeP2O7,-4.036086662476954
Li2Ni2(MoO4)3,-5.4993704497989935
Li2VF6,-2.597943139451628
Li2ZrF6,-2.2812223515392143
Li2Mn3P4(HO4)4,-3.383966004298301
Li2MnF4,-3.2888103407079297
Li2MnSiO4,-3.5306801477394862
Li2Si2O5,-3.56062837067317
Li2ZnI4,-2.370452965926848
Li2MnPCO7,-4.356361667947483
Li2S2O7,-3.401728260422042
Li2CrFeO4,-2.7107238196031265
Li2La2Ti3O10,-0.8753923416080029
Li2PtF6,-3.6450532405491542
Li2Fe3(P2O7)2,-3.8326434982229225
Cs2Li2GeO4,-4.05064125984269
NaLi2B(PO4)2,-3.9851852053815366
Li2Mn(PO3)4,-4.081858745141306
Li2FeP2O7,-4.036086662476954
Li2Cr5(Si2O7)2,-5.192123614288375
Li2Ti3ZnO8,-2.3150135795327724
Li2Nd(NO3)5,-3.2267107401729542
Li2MnF6,-3.3310246621360555
Li2MnFe(BO3)2,-5.02876033502106
Li2Te2O5,-3.105589395952364
Li2InP2HO8,-4.408715427901232
Sr8Li2B22H2O43,-5.6743095404151696
Li2Ti3NiO8,-2.332883631561932
Li2Hg(PO3)4,-3.081952031860392
Li2FePCO7,-4.3993844931339625
Li2Ti3MnO8,-1.9297079699605313
Li2VFeP2(HO5)2,-2.5586972032972226
Li2CoSiO4,-3.6838984103924317
Li2CoP2O7,-3.7232726046858056
Li2PH3O4,-2.152207341627084
Li2MnFe(BO3)2,-5.02876033502106
Li2FeSiO4,-3.625764133330855
Li2MnFe(PO4)2,-3.7955056929563113
Li2CoH8(CO5)2,-2.994058732574213
Li2V3SbO8,-2.8938521916261455
Li2CO3,-4.451865017269589
Li2FeNi(PO4)2,-3.683650507643419
Cs2Li2B2P4O15,-4.454869730891103
Li2FeSiO4,-3.625764133330855
Li2FeSiO4,-3.625764133330855
Li2MnCo(PO4)2,-3.890689574275597
Li2TiTeO6,-2.8182976331053355
Li2MnF6,-3.3310246621360555
Li2NiP2O7,-3.8973675771181275
Li2Ni3(P2O7)2,-3.6969377680957267
Li2MnFe(BO3)2,-5.02876033502106
Ba3Li2B10(H3O11)2,-4.925522971748505
Li2VFeP2(HO5)2,-2.5586972032972226
Li2VO3,-1.5858213181493506
Li2MnFe(BO3)2,-5.02876033502106
KNaLi2(SO4)2,-3.0927668828499812
Li2FePCO7,-4.3993844931339625
Li2WO4,-2.763787437717682
K3Li2Nb5O15,-2.182391913355675
Li2NbCr3O8,-3.7475705360690426
Li2MgZrO4,-0.8401449824210803
Li2Mo(PO4)2,-3.6060112860328495
Li2MnCr(PO4)2,-3.595657901444791
Li2BeCl4,-1.877722428103331
Li2Fe2(MoO4)3,-4.368230071543402
CsLi2Cl3,-2.3694548176651082
CsLi2Cl3,-2.3694548176651082
Li2CrO4,-3.16223624624499
Li2U(MoO5)2,-2.4236798119222023
Li2BeSiO4,-3.1184924910613
Cs3Li2Al(MoO4)4,-4.445654416888753
Li2Cr(H2O3)2,-2.3109829199255287
Li2MnP4(H4O5)4,-2.6782329260237705
Li2Fe3P4(HO4)4,-3.3887823829176593
Li2V3WO8,-2.609909786295514
Li2CoO2,-3.323176256097902
Li2Co3(P2O7)2,-3.671329504061908
Li2CrP2O7,-3.9130715747604894
Li2Mn2(SO4)3,-3.9197429101948615
Li2MnFe(BO3)2,-5.02876033502106
Li2Co(SO4)2,-3.790218517605207
Li2CeO3,-1.0133644443734253
